ID,Temperature1,Temperature2,Speed,Time,Num,Y1,Y2,Y3,T1,T2,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2
7649,104,78,0,212,-1,-1,-1,11,1,PlaceHolder,249.5,Na-HDS,216.7,DOA,76.7,NH3-H2O,487.9,HDE,152.3,ODT,490.1,CTAB,406.8,ODE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7650,115,188,15,402,-1,-1,-1,11,1,PlaceHolder,157.7,OLA-HBr,180.8,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7651,17,1,0,458,-1,-1,-1,11,1,PlaceHolder,371.2,HD,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7652,153,182,17,455,-1,-1,-1,11,1,PlaceHolder,200.3,TBAC,197.1,fructose,214.1,TDO,282.2,HDE,205.7,Na-CIT,495,THF,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7653,134,38,0,39,-1,-1,-1,11,1,PlaceHolder,51.5,OPA,128.5,DOPO,50.4,OLA-HBr,86.2,LC,127.2,octane,148,HDA-HCl,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7654,11,131,14,76,-1,-1,-1,11,1,PlaceHolder,420.1,MLA,478.2,luminol,253.6,DPP,464.3,DBE,361.5,LAA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7655,111,142,13,110,-1,-1,-1,11,1,PlaceHolder,363.6,NH2OH,317.4,ABI,94.9,ODPOA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7656,108,187,11,36,-1,-1,-1,11,1,PlaceHolder,314.1,ethanol,32.5,GLU,446.5,N-DPT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7657,10,65,4,4,-1,-1,-1,11,1,PlaceHolder,381.1,NMP,207.6,TDOH,91.1,LCEE,220.2,ACN,241.3,CITA,424.8,hexane,238.5,CFA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7658,9,12,14,3,-1,-1,-1,11,1,PlaceHolder,292.6,PHA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7659,43,57,13,54,-1,-1,-1,11,1,PlaceHolder,97.9,HYD,392.9,TPPe,175.9,PHA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7660,22,103,13,172,-1,-1,-1,11,1,PlaceHolder,59.4,DEA,180.5,TBOH,439.7,NVP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7661,18,62,12,182,-1,-1,-1,11,1,PlaceHolder,447,TDPA,220.5,LA,310,BMIM-Tf2N,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7662,199,92,0,67,-1,-1,-1,11,1,PlaceHolder,448.3,ODOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7663,6,8,15,446,-1,-1,-1,11,1,PlaceHolder,86.8,OA,8.7,DEA,249.9,NH4Ac,198.6,OLA-HI,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7664,30,53,16,384,-1,-1,-1,11,1,PlaceHolder,484.1,CTAB,389.5,toluene,453.9,DMSO,134.7,DODA,205,BBA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7665,119,99,0,347,-1,-1,-1,11,1,PlaceHolder,454.2,ISA,438.2,BMIM-Tf2N,110.9,MLA,148.2,NVP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7666,154,54,0,380,-1,-1,-1,11,1,PlaceHolder,466.9,CH2Cl2,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7667,13,136,5,76,-1,-1,-1,11,1,PlaceHolder,308,BuMgCl,494.1,HT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7668,36,130,4,165,-1,-1,-1,11,1,PlaceHolder,230.7,OLA-HBr,46.6,DDE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7669,151,49,0,394,-1,-1,-1,11,1,PlaceHolder,479.8,TBOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7670,172,103,0,16,-1,-1,-1,11,1,PlaceHolder,397.9,ESE,176,HDA-HI,2.8,ODPOA,316.6,TEG,337.5,DMF,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7671,196,137,0,225,-1,-1,-1,11,1,PlaceHolder,8.1,tetralin,91,BBA,81.1,NA_,151.2,DMSO,452.7,hexane,76.6,CITA,137,DBA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7672,186,137,0,89,-1,-1,-1,11,1,PlaceHolder,498.7,TPPe,159.2,HDD,395,HDE,203.2,DEA,181.3,NH4Ac,273.2,SA,407.3,ISA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7673,107,98,0,79,-1,-1,-1,11,1,PlaceHolder,159.3,HMT,443.7,luminol,160.4,DT,424,TPPe,164.4,HD,168.3,HA,208.8,HEOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7674,2,92,10,238,-1,-1,-1,11,1,PlaceHolder,343.1,(TMS)3Si,496.6,TOA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7675,85,69,0,317,-1,-1,-1,11,1,PlaceHolder,246.2,GBL,29.4,CTAB,193.7,t-DT,317.6,CH2Cl2,66.4,HAc,458.8,LA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7676,48,57,1,12,-1,-1,-1,11,1,PlaceHolder,411.8,HYD,182.3,DEA,147.5,Na-CIT,400.4,HAc,271.5,LC,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7677,189,80,0,109,-1,-1,-1,11,1,PlaceHolder,377.3,Na-LAA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7678,1,161,2,419,-1,-1,-1,11,1,PlaceHolder,172.3,HPA,265.2,MHA,108.9,DPP,213,NH3-H2O,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7679,197,140,0,3,-1,-1,-1,11,1,PlaceHolder,134.6,NLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7680,80,71,0,262,-1,-1,-1,11,1,PlaceHolder,314.5,FA,311.7,TMNO,480.2,HD,352.5,ACN,254.2,SDS,66.3,squalane,331.2,TBPY,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7681,189,118,0,279,-1,-1,-1,11,1,PlaceHolder,354.1,OT,383.6,PHA,335.4,BBA,171.2,CTAC,171.8,fructose,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7682,101,128,2,321,-1,-1,-1,11,1,PlaceHolder,73.3,DDE,421.6,TOPO,492.3,DOPO,488.4,DBE,495.7,ABI,173.2,TGA,333,CTAB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7683,101,85,0,285,-1,-1,-1,11,1,PlaceHolder,296.5,DA,6.5,SDS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7684,164,114,0,453,-1,-1,-1,11,1,PlaceHolder,7.8,diglyme,269.6,CITA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7685,156,111,0,438,-1,-1,-1,11,1,PlaceHolder,441.9,H2O,203.2,TDO,151.2,OCEA,237.9,CTAB,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7686,146,90,0,201,-1,-1,-1,11,1,PlaceHolder,380.2,squalane,282.7,BBA,40,OCT,166.4,BLAM,82.1,HMT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7687,187,179,0,159,-1,-1,-1,11,1,PlaceHolder,417.9,DCB,134.3,TDOH,102.7,TDO,263.5,diglyme,341.7,EHA,27.5,DIEA,392.2,HDA-HCl,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7688,122,91,0,310,-1,-1,-1,11,1,PlaceHolder,321.3,TBAC,13.6,ABI,147.9,ISA,315,CHCl3,482.6,NEt3,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7689,171,6,0,267,-1,-1,-1,11,1,PlaceHolder,290.2,HEOH,361.4,AMIP,478.6,CTAB,451.7,CFA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7690,146,18,0,462,-1,-1,-1,11,1,PlaceHolder,109.2,Na-HDS,95.8,BPCA,411.5,HAc,253.1,ODT,30.1,DPE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7691,88,38,0,436,-1,-1,-1,11,1,PlaceHolder,278.8,HDAC,42.7,t-DT,445.1,LA,100.2,TBAB,49.2,OLOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7692,36,97,15,463,-1,-1,-1,11,1,PlaceHolder,310.9,NH4Ac,390.2,NLA,71.5,NMP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7693,48,27,0,451,-1,-1,-1,11,1,PlaceHolder,268.7,octane,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7694,73,34,0,366,-1,-1,-1,11,1,PlaceHolder,52.2,DMF,345.5,NH2OH,318.5,ABI,110.3,OCT-HBr,311.1,BLAM,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7695,60,62,5,418,-1,-1,-1,11,1,PlaceHolder,214,AMNP,401.8,octane,289.4,DE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7696,140,13,0,448,-1,-1,-1,11,1,PlaceHolder,306.4,DOA,294.9,Na-CIT,166.6,OCTA,203.9,AMNP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7697,172,199,6,96,-1,-1,-1,11,1,PlaceHolder,71.9,GLU,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7698,8,21,18,217,-1,-1,-1,11,1,PlaceHolder,423.1,DOA,374.5,CTAC,227.6,DEG,281.1,TBOH,441.9,TDOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7699,52,14,0,399,-1,-1,-1,11,1,PlaceHolder,61.3,DOPO,53.7,DPE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7700,34,175,13,71,-1,-1,-1,11,1,PlaceHolder,42.2,DMSO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7701,149,51,0,207,-1,-1,-1,11,1,PlaceHolder,438.2,HEOH,263.9,CYH,3,HMT,364.8,OCT-HBr,376.5,ODA,292.7,EAC,278.2,HMDS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7702,14,79,17,174,-1,-1,-1,11,1,PlaceHolder,81.1,HDA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7703,58,186,10,99,-1,-1,-1,11,1,PlaceHolder,48.2,NA_,315.9,ABI,348.1,TBP,112.7,toluene,110,mesitylene,199.5,TOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7704,98,88,0,125,-1,-1,-1,11,1,PlaceHolder,443.1,HDD,462.3,ethanol,197.6,DE,368.1,BLAM,287,TTA,255.6,TDPA,80.8,TBPY,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7705,132,182,7,101,-1,-1,-1,11,1,PlaceHolder,122.2,PHA,274.9,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7706,33,195,13,89,-1,-1,-1,11,1,PlaceHolder,158.7,TA,462.5,H2O,368.7,AMNP,5.4,DT,17.1,DDE,419.6,octane,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7707,57,28,0,412,-1,-1,-1,11,1,PlaceHolder,232.6,DMF,84.8,HS,24.4,TBAC,65.1,HDAC,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7708,200,200,0,329,-1,-1,-1,11,1,PlaceHolder,138.3,ethanol,227.5,HPA,485.1,TELA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7709,126,188,8,289,-1,-1,-1,11,1,PlaceHolder,178.4,HEOH,143.3,TBPT,489.7,ACN,485.3,hexane,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7710,107,24,0,446,-1,-1,-1,11,1,PlaceHolder,98.9,ODPIA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7711,143,108,0,48,-1,-1,-1,11,1,PlaceHolder,445.9,TBPY,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7712,166,133,0,102,-1,-1,-1,11,1,PlaceHolder,491,fructose,192.3,TEG,61.3,Na-CIT,496.5,DPP,96.6,tetralin,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7713,155,123,0,368,-1,-1,-1,11,1,PlaceHolder,346.7,NVP,303.2,BA,182.4,EMIMES,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7714,69,64,0,39,-1,-1,-1,11,1,PlaceHolder,445.6,EMIMES,333.4,DDE,401,TEG,168.9,BEA,187.8,SA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7715,137,162,12,357,-1,-1,-1,11,1,PlaceHolder,209.3,TDO,499.2,ODPOA,319.8,HPA,269.4,OCEA,490.1,PA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7716,189,161,0,310,-1,-1,-1,11,1,PlaceHolder,300.9,ethanol,236.7,PA,197,HPA,155.5,DCE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7717,116,147,12,209,-1,-1,-1,11,1,PlaceHolder,185.1,octane,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7718,43,82,20,416,-1,-1,-1,11,1,PlaceHolder,56.3,AMNP,263.9,DOPO,421.2,CTAC,126.5,TBOH,369.2,TA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7719,68,55,0,257,-1,-1,-1,11,1,PlaceHolder,6.9,fructose,412.9,ODOH,43.1,HLAM,266.4,DEG,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7720,94,91,0,461,-1,-1,-1,11,1,PlaceHolder,144.1,Na-CIT,464.7,DCE,356.3,MA,198.7,TBAB,255.4,TCB,83.5,CFA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7721,157,179,18,81,-1,-1,-1,11,1,PlaceHolder,166.7,N-DPT,386.6,NH4Ac,72.7,PEG,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7722,73,7,0,116,-1,-1,-1,11,1,PlaceHolder,320,TBAC,323.1,NA_,377.9,HS,490.6,CH2Cl2,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7723,16,18,6,435,-1,-1,-1,11,1,PlaceHolder,289.8,CYH,210.2,TOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7724,1,182,10,129,-1,-1,-1,11,1,PlaceHolder,158,BuMgCl,405.5,DMF,319.5,tetralin,255.1,BMIM-Tf2N,263,PHA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7725,1,73,12,266,-1,-1,-1,11,1,PlaceHolder,36.4,toluene,142.2,OPA,169,GLU,456,DDL,118.6,LA,163.7,TBPY,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7726,105,15,0,263,-1,-1,-1,11,1,PlaceHolder,234.8,GLU,292.3,TMNO,341.5,NVP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7727,60,88,5,500,-1,-1,-1,11,1,PlaceHolder,202.8,ABI,184,HA,247.3,TBPY,330.1,BuMgCl,7.4,TA,131,DOA,244.8,DE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7728,4,76,16,198,-1,-1,-1,11,1,PlaceHolder,140,octane,88.5,NA_,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7729,163,142,0,96,-1,-1,-1,11,1,PlaceHolder,343.6,BLAM,2.9,ODT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7730,5,168,6,144,-1,-1,-1,11,1,PlaceHolder,142,NMP,389.8,TBOH,400.1,UDE,336.6,MXY,50.2,TDOH,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7731,15,195,13,329,-1,-1,-1,11,1,PlaceHolder,234.9,NLA,353.4,ELA,39.8,ODT,331.2,LCEE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7732,158,25,0,177,-1,-1,-1,11,1,PlaceHolder,41.9,HDE,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7733,47,23,0,42,-1,-1,-1,11,1,PlaceHolder,145.4,NVP,268.6,DOPA,389.7,ELA,0.3,mesitylene,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7734,36,99,16,275,-1,-1,-1,11,1,PlaceHolder,208.6,TOPO,185.7,TEG,475.8,DBA,271.2,BPCA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7735,47,15,0,388,-1,-1,-1,11,1,PlaceHolder,34.7,HMT,397.1,TPP,16.1,HMDS,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
7736,120,69,0,275,-1,-1,-1,11,1,PlaceHolder,440.5,EOT,387.5,GLU,51.5,TOAB,458.6,HYD,309.7,CFA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder
